new_3842996_3845478::AL009126.3:3842995-3845478(+)	CP006881.1	100.000	2483	0	0	1	2483	3660851	3663333	0.0	4586
new_3906104_3907171::AL009126.3:3906103-3907171(+)	CP006881.1	97.563	1067	26	0	1	1067	3723958	3725024	0.0	1827
new_3980704_3983186_c::AL009126.3:3980703-3983186(-)	CP006881.1	100.000	2483	0	0	1	2483	3801038	3798556	0.0	4586
new_4130045_4131409::AL009126.3:4130044-4131409(+)	CP006881.1	100.000	1365	0	0	1	1365	3947897	3949261	0.0	2521
new_22452_22529::AL009126.3:22451-22529(+)	CP006881.1	100.000	78	0	0	1	78	22452	22529	4.78e-36	145
new_22531_23167::AL009126.3:22530-23167(+)	CP006881.1	100.000	637	0	0	1	637	22531	23167	0.0	1177
new_280556_281740_c::AL009126.3:280555-281740(-)	CP006881.1	100.000	1185	0	0	1	1185	281745	280561	0.0	2189
new_409056_409207_c::AL009126.3:409055-409207(-)	CP006881.1	100.000	152	0	0	1	152	409199	409048	7.81e-77	281
new_495406_495699_c::AL009126.3:495405-495699(-)	CP006881.1	100.000	294	0	0	1	294	479242	478949	1.87e-155	544
new_783392_785083_c::AL009126.3:783391-785083(-)	CP006881.1	100.000	1692	0	0	1	1692	748117	746426	0.0	3125
new_957688_958613::AL009126.3:957687-958613(+)	CP006881.1	100.000	926	0	0	1	926	920722	921647	0.0	1711
new_988013_988416_c::AL009126.3:988012-988416(-)	CP006881.1	100.000	404	0	0	1	404	951450	951047	0.0	747
new_1071742_1072225::AL009126.3:1071741-1072225(+)	CP006881.1	100.000	484	0	0	1	484	1034776	1035259	0.0	894
new_1130705_1131082::AL009126.3:1130704-1131082(+)	CP006881.1	100.000	378	0	0	1	378	1093739	1094116	0.0	699
new_1147493_1148466_c::AL009126.3:1147492-1148466(-)	CP006881.1	100.000	974	0	0	1	974	1111500	1110527	0.0	1799
new_1151121_1151285::AL009126.3:1151120-1151285(+)	CP006881.1	100.000	165	0	0	1	165	1114155	1114319	5.09e-84	305
new_1253669_1254769::AL009126.3:1253668-1254769(+)	CP006881.1	100.000	1101	0	0	1	1101	1216703	1217803	0.0	2034
new_1260806_1262335::AL009126.3:1260805-1262335(+)	CP006881.1	100.000	1530	0	0	1	1530	1223840	1225369	0.0	2826
new_1262896_1264544::AL009126.3:1262895-1264544(+)	CP006881.1	99.879	1649	2	0	1	1649	1225930	1227578	0.0	3035
new_1356775_1357416_c::AL009126.3:1356774-1357416(-)	CP006881.1	100.000	642	0	0	1	642	1320453	1319812	0.0	1186
new_1369127_1369854_c::AL009126.3:1369126-1369854(-)	CP006881.1	100.000	728	0	0	1	728	1332891	1332164	0.0	1345
new_1369868_1371036::AL009126.3:1369867-1371036(+)	CP006881.1	100.000	1169	0	0	1	1169	1332905	1334073	0.0	2159
new_1421204_1422144_c::AL009126.3:1421203-1422144(-)	CP006881.1	100.000	941	0	0	1	941	1385182	1384242	0.0	1738
new_1429967_1430160_c::AL009126.3:1429966-1430160(-)	CP006881.1	100.000	194	0	0	1	194	1393198	1393005	4.62e-100	359
new_1522479_1523083_c::AL009126.3:1522478-1523083(-)	CP006881.1	100.000	605	0	0	1	605	1486121	1485517	0.0	1118
new_1538693_1539646::AL009126.3:1538692-1539646(+)	CP006881.1	100.000	954	0	0	1	954	1501731	1502684	0.0	1762
new_1569001_1569224_c::AL009126.3:1569000-1569224(-)	CP006881.1	100.000	224	0	0	1	224	1532262	1532039	1.14e-116	414
new_1670054_1671124_c::AL009126.3:1670053-1671124(-)	CP006881.1	100.000	1071	0	0	1	1071	1634162	1633092	0.0	1978
new_1872092_1872751_c::AL009126.3:1872091-1872751(-)	CP006881.1	100.000	660	0	0	1	660	1835789	1835130	0.0	1219
new_1900263_1900568_c::AL009126.3:1900262-1900568(-)	CP006881.1	100.000	306	0	0	1	306	1863606	1863301	4.16e-162	566
new_1914233_1914999_c::AL009126.3:1914232-1914999(-)	CP006881.1	100.000	767	0	0	1	767	1878037	1877271	0.0	1417
new_2007582_2008540_c::AL009126.3:2007581-2008540(-)	CP006881.1	100.000	959	0	0	1	959	1960795	1959837	0.0	1772
new_2021232_2021971::AL009126.3:2021231-2021971(+)	CP006881.1	100.000	740	0	0	1	740	1973487	1974226	0.0	1367
new_2078548_2079183_c::AL009126.3:2078547-2079183(-)	CP006881.1	100.000	636	0	0	1	636	2031438	2030803	0.0	1175
new_2288652_2289883::AL009126.3:2288651-2289883(+)	CP006881.1	100.000	1232	0	0	1	1232	2106505	2107736	0.0	2276
new_2415356_2415414_c::AL009126.3:2415355-2415414(-)	CP006881.1	100.000	59	0	0	1	59	2233282	2233224	1.18e-25	110
new_2488970_2489605::AL009126.3:2488969-2489605(+)	CP006881.1	100.000	636	0	0	1	636	2306836	2307471	0.0	1175
new_2562914_2563888::AL009126.3:2562913-2563888(+)	CP006881.1	100.000	975	0	0	1	975	2380780	2381754	0.0	1801
new_2565921_2566988::AL009126.3:2565920-2566988(+)	CP006881.1	100.000	1068	0	0	1	1068	2383787	2384854	0.0	1973
new_2591428_2592036::AL009126.3:2591427-2592036(+)	CP006881.1	100.000	609	0	0	1	609	2409294	2409902	0.0	1125
new_2593286_2594087::AL009126.3:2593285-2594087(+)	CP006881.1	100.000	802	0	0	1	802	2411152	2411953	0.0	1482
new_2647863_2648916::AL009126.3:2647862-2648916(+)	CP006881.1	100.000	1054	0	0	1	1054	2465717	2466770	0.0	1947
new_2663336_2663531_c::AL009126.3:2663335-2663531(-)	CP006881.1	100.000	196	0	0	1	196	2481385	2481190	3.62e-101	363
new_2679011_2679382::AL009126.3:2679010-2679382(+)	CP006881.1	100.000	372	0	0	1	372	2496865	2497236	0.0	688
new_2701783_2703117::AL009126.3:2701782-2703117(+)	CP006881.1	100.000	1335	0	0	1	1335	2519637	2520971	0.0	2466
new_2706711_2707758_c::AL009126.3:2706710-2707758(-)	CP006881.1	100.000	1048	0	0	1	1048	2525612	2524565	0.0	1936
new_2730921_2731106_c::AL009126.3:2730920-2731106(-)	CP006881.1	100.000	186	0	0	1	186	2548960	2548775	1.24e-95	344
new_2758015_2759120::AL009126.3:2758014-2759120(+)	CP006881.1	100.000	1106	0	0	1	1106	2575869	2576974	0.0	2043
new_2840432_2840765_c::AL009126.3:2840431-2840765(-)	CP006881.1	100.000	334	0	0	1	334	2658619	2658286	1.24e-177	617
new_2843111_2843532::AL009126.3:2843110-2843532(+)	CP006881.1	100.000	422	0	0	1	422	2660965	2661386	0.0	780
new_2851286_2851995::AL009126.3:2851285-2851995(+)	CP006881.1	100.000	710	0	0	1	710	2669140	2669849	0.0	1312
new_3009340_3009869_c::AL009126.3:3009339-3009869(-)	CP006881.1	100.000	530	0	0	1	530	2827723	2827194	0.0	979
new_3035475_3036308_c::AL009126.3:3035474-3036308(-)	CP006881.1	100.000	834	0	0	1	834	2854162	2853329	0.0	1541
new_3133391_3134939_c::AL009126.3:3133390-3134939(-)	CP006881.1	100.000	1549	0	0	1	1549	2952794	2951246	0.0	2861
new_3183217_3183608::AL009126.3:3183216-3183608(+)	CP006881.1	100.000	392	0	0	1	392	3001071	3001462	0.0	725
new_3250494_3252362_c::AL009126.3:3250493-3252362(-)	CP006881.1	100.000	1869	0	0	1	1869	3070216	3068348	0.0	3452
new_3299701_3300252::AL009126.3:3299700-3300252(+)	CP006881.1	100.000	552	0	0	1	552	3117555	3118106	0.0	1020
new_3458782_3459775_c::AL009126.3:3458781-3459775(-)	CP006881.1	100.000	994	0	0	1	994	3277629	3276636	0.0	1836
new_3465665_3466067_c::AL009126.3:3465664-3466067(-)	CP006881.1	100.000	403	0	0	1	403	3283921	3283519	0.0	745
new_3466069_3466155_c::AL009126.3:3466068-3466155(-)	CP006881.1	100.000	87	0	0	1	87	3284009	3283923	5.47e-41	161
new_3466412_3467550::AL009126.3:3466411-3467550(+)	CP006881.1	100.000	1139	0	0	1	1139	3284266	3285404	0.0	2104
new_3512501_3513571::AL009126.3:3512500-3513571(+)	CP006881.1	100.000	1071	0	0	1	1071	3330355	3331425	0.0	1978
new_3546861_3547259::AL009126.3:3546860-3547259(+)	CP006881.1	100.000	399	0	0	1	399	3364715	3365113	0.0	737
new_3606777_3607493::AL009126.3:3606776-3607493(+)	CP006881.1	100.000	717	0	0	1	717	3424631	3425347	0.0	1325
new_3691599_3692493_c::AL009126.3:3691598-3692493(-)	CP006881.1	100.000	895	0	0	1	895	3510347	3509453	0.0	1653
new_3761046_3761954_c::AL009126.3:3761045-3761954(-)	CP006881.1	100.000	909	0	0	1	909	3579808	3578900	0.0	1679
new_3819213_3819619::AL009126.3:3819212-3819619(+)	CP006881.1	100.000	407	0	0	1	407	3637068	3637474	0.0	752
new_3943322_3944525_c::AL009126.3:3943321-3944525(-)	CP006881.1	100.000	1204	0	0	1	1204	3762377	3761174	0.0	2224
new_3957252_3958479_c::AL009126.3:3957251-3958479(-)	CP006881.1	100.000	1228	0	0	1	1228	3776331	3775104	0.0	2268
new_3965134_3966683_c::AL009126.3:3965133-3966683(-)	CP006881.1	100.000	1550	0	0	1	1550	3784535	3782986	0.0	2863
new_3966685_3966776_c::AL009126.3:3966684-3966776(-)	CP006881.1	100.000	92	0	0	1	92	3784628	3784537	9.76e-44	171
new_3989908_3990230::AL009126.3:3989907-3990230(+)	CP006881.1	100.000	323	0	0	1	323	3807760	3808082	1.56e-171	597
new_4068171_4068967::AL009126.3:4068170-4068967(+)	CP006881.1	100.000	797	0	0	1	797	3886023	3886819	0.0	1472
new_4089418_4089968::AL009126.3:4089417-4089968(+)	CP006881.1	100.000	551	0	0	1	551	3907270	3907820	0.0	1018
new_4094722_4095322_c::AL009126.3:4094721-4095322(-)	CP006881.1	100.000	601	0	0	1	601	3913174	3912574	0.0	1110
new_4104900_4105513::AL009126.3:4104899-4105513(+)	CP006881.1	100.000	614	0	0	1	614	3922752	3923365	0.0	1134
new_4109864_4110916_c::AL009126.3:4109863-4110916(-)	CP006881.1	100.000	1053	0	0	1	1053	3928768	3927716	0.0	1945
new_4130257_4130577_c::AL009126.3:4130256-4130577(-)	CP006881.1	100.000	321	0	0	1	321	3948429	3948109	2.01e-170	593
new_4174260_4176850_c::AL009126.3:4174259-4176850(-)	CP006881.1	100.000	2591	0	0	1	2591	3994703	3992113	0.0	4785
new_26636_26731::AL009126.3:26635-26731(+)	CP006881.1	100.000	96	0	0	1	96	26636	26731	6.15e-46	178
new_220033_220103::AL009126.3:220032-220103(+)	CP006881.1	100.000	71	0	0	1	71	220038	220108	3.28e-32	132
new_463070_463495_c::AL009126.3:463069-463495(-)	CP006881.1	100.000	426	0	0	1	426	463487	463062	0.0	787
new_502632_502875::AL009126.3:502631-502875(+)	CP006881.1	100.000	244	0	0	1	244	486175	486418	9.50e-128	451
new_507683_507752_c::AL009126.3:507682-507752(-)	CP006881.1	100.000	70	0	0	1	70	491295	491226	1.16e-31	130
new_549923_550239_c::AL009126.3:549922-550239(-)	CP006881.1	100.000	317	0	0	1	317	513271	512955	3.31e-168	586
new_551930_551999::AL009126.3:551929-551999(+)	CP006881.1	100.000	70	0	0	1	70	514962	515031	1.16e-31	130
new_591895_592302_c::AL009126.3:591894-592302(-)	CP006881.1	100.000	408	0	0	1	408	555335	554928	0.0	754
new_599509_599874_c::AL009126.3:599508-599874(-)	CP006881.1	100.000	366	0	0	1	366	562907	562542	0.0	676
new_651869_651961::AL009126.3:651868-651961(+)	CP006881.1	100.000	93	0	0	1	93	614903	614995	2.75e-44	172
new_663028_663224::AL009126.3:663027-663224(+)	CP006881.1	100.000	197	0	0	1	197	626062	626258	1.01e-101	364
new_681122_681254_c::AL009126.3:681121-681254(-)	CP006881.1	100.000	133	0	0	1	133	644288	644156	2.44e-66	246
new_738983_739575::AL009126.3:738982-739575(+)	CP006881.1	100.000	593	0	0	1	593	702017	702609	0.0	1096
new_877404_877496::AL009126.3:877403-877496(+)	CP006881.1	100.000	93	0	0	1	93	840438	840530	2.75e-44	172
new_909123_909197_c::AL009126.3:909122-909197(-)	CP006881.1	100.000	75	0	0	1	75	872231	872157	2.11e-34	139
new_952948_953024::AL009126.3:952947-953024(+)	CP006881.1	100.000	77	0	0	1	77	915982	916058	1.69e-35	143
new_967139_967321::AL009126.3:967138-967321(+)	CP006881.1	100.000	183	0	0	1	183	930173	930355	5.64e-94	339
new_1004835_1004923::AL009126.3:1004834-1004923(+)	CP006881.1	100.000	89	0	0	1	89	967869	967957	4.35e-42	165
new_1038761_1038814::AL009126.3:1038760-1038814(+)	CP006881.1	100.000	54	0	0	1	54	1001795	1001848	6.22e-23	100
new_1056539_1056622::AL009126.3:1056538-1056622(+)	CP006881.1	100.000	84	0	0	1	84	1019573	1019656	2.43e-39	156
new_1071489_1071740::AL009126.3:1071488-1071740(+)	CP006881.1	100.000	252	0	0	1	252	1034523	1034774	3.52e-132	466
new_1071973_1072041_c::AL009126.3:1071972-1072041(-)	CP006881.1	100.000	69	0	0	1	69	1035075	1035007	4.08e-31	128
new_1072963_1073105_c::AL009126.3:1072962-1073105(-)	CP006881.1	100.000	143	0	0	1	143	1036139	1035997	7.33e-72	265
new_1073110_1073875::AL009126.3:1073109-1073875(+)	CP006881.1	100.000	766	0	0	1	766	1036144	1036909	0.0	1415
new_1124979_1125122_c::AL009126.3:1124978-1125122(-)	CP006881.1	100.000	144	0	0	1	144	1088156	1088013	2.05e-72	267
new_1130759_1130917_c::AL009126.3:1130758-1130917(-)	CP006881.1	100.000	159	0	0	1	159	1093951	1093793	1.06e-80	294
new_1150647_1150849_c::AL009126.3:1150646-1150849(-)	CP006881.1	100.000	203	0	0	1	203	1113883	1113681	4.80e-105	375
new_1159082_1159149::AL009126.3:1159081-1159149(+)	CP006881.1	100.000	68	0	0	1	68	1122116	1122183	1.44e-30	126
new_1168046_1168198_c::AL009126.3:1168045-1168198(-)	CP006881.1	100.000	153	0	0	1	153	1131232	1131080	2.19e-77	283
new_1204423_1204697_c::AL009126.3:1204422-1204697(-)	CP006881.1	100.000	275	0	0	1	275	1167731	1167457	6.33e-145	508
new_1262876_1263611_c::AL009126.3:1262875-1263611(-)	CP006881.1	100.000	736	0	0	1	736	1226645	1225910	0.0	1360
new_1263613_1263701_c::AL009126.3:1263612-1263701(-)	CP006881.1	100.000	89	0	0	1	89	1226735	1226647	4.35e-42	165
new_1269585_1269672::AL009126.3:1269584-1269672(+)	CP006881.1	100.000	88	0	0	1	88	1232619	1232706	1.54e-41	163
new_1269672_1269732_c::AL009126.3:1269671-1269732(-)	CP006881.1	100.000	61	0	0	1	61	1232766	1232706	9.59e-27	113
new_1321205_1321328_c::AL009126.3:1321204-1321328(-)	CP006881.1	100.000	124	0	0	1	124	1284365	1284242	2.26e-61	230
new_1382628_1383305::AL009126.3:1382627-1383305(+)	CP006881.1	100.000	678	0	0	1	678	1345665	1346342	0.0	1253
new_1421924_1422163::AL009126.3:1421923-1422163(+)	CP006881.1	100.000	240	0	0	1	240	1384962	1385201	1.56e-125	444
new_1435383_1435605_c::AL009126.3:1435382-1435605(-)	CP006881.1	100.000	223	0	0	1	223	1398643	1398421	4.06e-116	412
new_1441789_1442065::AL009126.3:1441788-1442065(+)	CP006881.1	100.000	277	0	0	1	277	1404827	1405103	4.93e-146	512
new_1442102_1442346_c::AL009126.3:1442101-1442346(-)	CP006881.1	100.000	245	0	0	1	245	1405384	1405140	2.65e-128	453
new_1447578_1447661_c::AL009126.3:1447577-1447661(-)	CP006881.1	100.000	84	0	0	1	84	1410699	1410616	2.43e-39	156
new_1550649_1550796_c::AL009126.3:1550648-1550796(-)	CP006881.1	100.000	148	0	0	1	148	1513834	1513687	1.27e-74	274
new_1744182_1744236::AL009126.3:1744181-1744236(+)	CP006881.1	100.000	55	0	0	1	55	1707219	1707273	1.78e-23	102
new_1780123_1780617_c::AL009126.3:1780122-1780617(-)	CP006881.1	100.000	495	0	0	1	495	1743654	1743160	0.0	915
new_1868375_1868451::AL009126.3:1868374-1868451(+)	CP006881.1	100.000	77	0	0	1	77	1831413	1831489	1.69e-35	143
new_1893246_1893320::AL009126.3:1893245-1893320(+)	CP006881.1	100.000	75	0	0	1	75	1856284	1856358	2.11e-34	139
new_1894896_1895211::AL009126.3:1894895-1895211(+)	CP006881.1	100.000	316	0	0	1	316	1857934	1858249	1.19e-167	584
new_1903165_1903471_c::AL009126.3:1903164-1903471(-)	CP006881.1	100.000	307	0	0	1	307	1866509	1866203	1.16e-162	568
new_1907202_1907287::AL009126.3:1907201-1907287(+)	CP006881.1	100.000	86	0	0	1	86	1870240	1870325	1.94e-40	159
new_1937876_1938065_c::AL009126.3:1937875-1938065(-)	CP006881.1	100.000	190	0	0	1	190	1901103	1900914	7.56e-98	351
new_2021145_2021230::AL009126.3:2021144-2021230(+)	CP006881.1	100.000	86	0	0	1	86	1973400	1973485	1.94e-40	159
new_2027827_2028174_c::AL009126.3:2027826-2028174(-)	CP006881.1	100.000	348	0	0	1	348	1980429	1980082	0.0	643
new_2029314_2029407::AL009126.3:2029313-2029407(+)	CP006881.1	100.000	94	0	0	1	94	1981569	1981662	7.75e-45	174
new_2037498_2037600_c::AL009126.3:2037497-2037600(-)	CP006881.1	100.000	103	0	0	1	103	1989855	1989753	8.51e-50	191
new_2046920_2046979_c::AL009126.3:2046919-2046979(-)	CP006881.1	100.000	60	0	0	1	60	1999234	1999175	3.37e-26	111
new_2054085_2054544_c::AL009126.3:2054084-2054544(-)	CP006881.1	100.000	460	0	0	1	460	2006799	2006340	0.0	850
new_2057588_2058714_c::AL009126.3:2057587-2058714(-)	CP006881.1	100.000	1127	0	0	1	1127	2010969	2009843	0.0	2082
new_2069746_2069982_c::AL009126.3:2069745-2069982(-)	CP006881.1	100.000	237	0	0	1	237	2022237	2022001	7.17e-124	438
new_2071199_2071285_c::AL009126.3:2071198-2071285(-)	CP006881.1	100.000	87	0	0	1	87	2023540	2023454	5.47e-41	161
new_2310988_2311968::AL009126.3:2310987-2311968(+)	CP006881.1	100.000	981	0	0	1	981	2128841	2129821	0.0	1812
new_2381192_2381353_c::AL009126.3:2381191-2381353(-)	CP006881.1	87.179	156	20	0	7	162	2199214	2199059	1.13e-45	178
new_2412975_2413587::AL009126.3:2412974-2413587(+)	CP006881.1	100.000	613	0	0	1	613	2230843	2231455	0.0	1133
new_2457212_2457348_c::AL009126.3:2457211-2457348(-)	CP006881.1	100.000	137	0	0	1	137	2275216	2275080	1.51e-68	254
new_2467979_2468158_c::AL009126.3:2467978-2468158(-)	CP006881.1	100.000	180	0	0	1	180	2286026	2285847	2.58e-92	333
new_2484736_2485656_c::AL009126.3:2484735-2485656(-)	CP006881.1	100.000	921	0	0	1	921	2303522	2302602	0.0	1701
new_2555662_2555886_c::AL009126.3:2555661-2555886(-)	CP006881.1	100.000	225	0	0	1	225	2373752	2373528	3.17e-117	416
new_2560260_2560488_c::AL009126.3:2560259-2560488(-)	CP006881.1	100.000	229	0	0	1	229	2378354	2378126	1.93e-119	424
new_2587581_2588011::AL009126.3:2587580-2588011(+)	CP006881.1	100.000	431	0	0	1	431	2405447	2405877	0.0	797
new_2642036_2642116::AL009126.3:2642035-2642116(+)	CP006881.1	100.000	81	0	0	1	81	2459890	2459970	1.08e-37	150
new_2647615_2647861::AL009126.3:2647614-2647861(+)	CP006881.1	100.000	247	0	0	1	247	2465469	2465715	2.07e-129	457
new_2691497_2692644_c::AL009126.3:2691496-2692644(-)	CP006881.1	100.000	1148	0	0	1	1148	2510498	2509351	0.0	2121
new_2692608_2692913::AL009126.3:2692607-2692913(+)	CP006881.1	100.000	306	0	0	1	306	2510462	2510767	4.16e-162	566
new_2699244_2699382::AL009126.3:2699243-2699382(+)	CP006881.1	100.000	139	0	0	1	139	2517098	2517236	1.19e-69	257
new_2707760_2708174_c::AL009126.3:2707759-2708174(-)	CP006881.1	100.000	415	0	0	1	415	2526028	2525614	0.0	767
new_2722645_2722745::AL009126.3:2722644-2722745(+)	CP006881.1	100.000	101	0	0	1	101	2540499	2540599	1.07e-48	187
new_2741085_2741356_c::AL009126.3:2741084-2741356(-)	CP006881.1	100.000	272	0	0	1	272	2559210	2558939	2.91e-143	503
new_2750810_2750882_c::AL009126.3:2750809-2750882(-)	CP006881.1	100.000	73	0	0	1	73	2568736	2568664	2.63e-33	135
new_2752064_2752166_c::AL009126.3:2752063-2752166(-)	CP006881.1	100.000	103	0	0	1	103	2570020	2569918	8.51e-50	191
new_2767968_2768041_c::AL009126.3:2767967-2768041(-)	CP006881.1	100.000	74	0	0	1	74	2585895	2585822	7.45e-34	137
new_2938273_2938329_c::AL009126.3:2938272-2938329(-)	CP006881.1	100.000	57	0	0	1	57	2756183	2756127	1.45e-24	106
new_2951898_2952204::AL009126.3:2951897-2952204(+)	CP006881.1	100.000	307	0	0	1	307	2769752	2770058	1.16e-162	568
new_2975948_2976067_c::AL009126.3:2975947-2976067(-)	CP006881.1	100.000	120	0	0	1	120	2793921	2793802	3.64e-59	222
new_2989805_2989899_c::AL009126.3:2989804-2989899(-)	CP006881.1	100.000	95	0	0	1	95	2807753	2807659	2.18e-45	176
new_3032370_3032416_c::AL009126.3:3032369-3032416(-)	CP006881.1	100.000	47	0	0	1	47	2850270	2850224	4.01e-19	87.9
new_3036410_3036583::AL009126.3:3036409-3036583(+)	CP006881.1	100.000	174	0	0	1	174	2854264	2854437	5.37e-89	322
new_3037916_3038059_c::AL009126.3:3037915-3038059(-)	CP006881.1	100.000	144	0	0	1	144	2855913	2855770	2.05e-72	267
new_3060674_3060844::AL009126.3:3060673-3060844(+)	CP006881.1	100.000	171	0	0	1	171	2878529	2878699	2.45e-87	316
new_3194349_3194635::AL009126.3:3194348-3194635(+)	CP006881.1	100.000	287	0	0	1	287	3012203	3012489	1.42e-151	531
new_3257607_3258036_c::AL009126.3:3257606-3258036(-)	CP006881.1	100.000	430	0	0	1	430	3075890	3075461	0.0	795
new_3258062_3259375::AL009126.3:3258061-3259375(+)	CP006881.1	100.000	1314	0	0	1	1314	3075916	3077229	0.0	2427
new_3335546_3335614::AL009126.3:3335545-3335614(+)	CP006881.1	100.000	69	0	0	1	69	3153400	3153468	4.08e-31	128
new_3355486_3355592_c::AL009126.3:3355485-3355592(-)	CP006881.1	100.000	107	0	0	1	107	3173446	3173340	5.33e-52	198
new_3466157_3466342_c::AL009126.3:3466156-3466342(-)	CP006881.1	100.000	186	0	0	1	186	3284196	3284011	1.24e-95	344
new_3509781_3509830_c::AL009126.3:3509780-3509830(-)	CP006881.1	100.000	50	0	0	1	50	3327684	3327635	9.52e-21	93.5
new_3542144_3542334::AL009126.3:3542143-3542334(+)	CP006881.1	100.000	191	0	0	1	191	3359998	3360188	2.11e-98	353
new_3542806_3542942_c::AL009126.3:3542805-3542942(-)	CP006881.1	100.000	137	0	0	1	137	3360796	3360660	1.51e-68	254
new_3573056_3573206_c::AL009126.3:3573055-3573206(-)	CP006881.1	100.000	151	0	0	1	151	3391060	3390910	2.79e-76	279
new_3605398_3606736_c::AL009126.3:3605397-3606736(-)	CP006881.1	100.000	1339	0	0	1	1339	3424590	3423252	0.0	2473
